drug_target	db_id	drug_name
ADRB2	DB06216	Asenapine
HTR1A	DB06216	Asenapine
ADRA1A	DB06216	Asenapine
HTR2A	DB06216	Asenapine
HRH1	DB06216	Asenapine
DRD2	DB06216	Asenapine
KCNA5	DB06217	Vernakalant
KCND3	DB06217	Vernakalant
SCN5A	DB06217	Vernakalant
KCNH2	DB06217	Vernakalant
SCN9A	DB06218	Lacosamide
SCN3A	DB06218	Lacosamide
SCN10A	DB06218	Lacosamide
HLA-A	DB06226	Nelipepimut-S
F10	DB06228	Rivaroxaban
HTR2B	DB06229	Ocaperidone
ADRA2C	DB06229	Ocaperidone
ADRA1D	DB06229	Ocaperidone
ADRA2B	DB06229	Ocaperidone
ADRA1B	DB06229	Ocaperidone
ADRA2A	DB06229	Ocaperidone
HTR2C	DB06229	Ocaperidone
ADRA1A	DB06229	Ocaperidone
HTR2A	DB06229	Ocaperidone
HRH1	DB06229	Ocaperidone
DRD2	DB06229	Ocaperidone
OPRD1	DB06230	Nalmefene
OPRK1	DB06230	Nalmefene
OPRM1	DB06230	Nalmefene
SLC8A1	DB06231	Caldaret
MTOR	DB06233	Ridaforolimus
PDE5A	DB06237	Avanafil
ABCB1	DB06240	Tariquidar
CD4	DB06241	Clenoliximab
ODC1	DB06243	Eflornithine
LAMA5	DB06245	Lanoteplase
LAMB1	DB06245	Lanoteplase
LAMC1	DB06245	Lanoteplase
LAMA1	DB06245	Lanoteplase
LAMA3	DB06245	Lanoteplase
FN1	DB06245	Lanoteplase
CLEC3B	DB06245	Lanoteplase
KRT8	DB06245	Lanoteplase
SERPINB2	DB06245	Lanoteplase
CANX	DB06245	Lanoteplase
KLK1	DB06245	Lanoteplase
ANXA2	DB06245	Lanoteplase
CALR	DB06245	Lanoteplase
LRP1	DB06245	Lanoteplase
PLAUR	DB06245	Lanoteplase
FGA	DB06245	Lanoteplase
F10	DB06245	Lanoteplase
PDE2A	DB06246	Exisulind
AKR1B10	DB06246	Exisulind
PDE4C	DB06246	Exisulind
PDE5A	DB06246	Exisulind
GSTP1	DB06246	Exisulind
PDE4D	DB06246	Exisulind
AKR1B1	DB06246	Exisulind
GRIA1	DB06247	CX516
LTB4R2	DB06248	Amelubant
LTB4R	DB06248	Amelubant
ESR2	DB06249	Arzoxifene
ESR1	DB06249	Arzoxifene
CASP4	DB06255	Incadronic acid
CASP7	DB06255	Incadronic acid
CASP3	DB06255	Incadronic acid
FDPS	DB06255	Incadronic acid
HSF1	DB06258	Bimoclomol
PAH	DB06262	Droxidopa
ADRB3	DB06262	Droxidopa
ADRA2C	DB06262	Droxidopa
ADRA1D	DB06262	Droxidopa
ADRA2B	DB06262	Droxidopa
ADRB1	DB06262	Droxidopa
ADRA1B	DB06262	Droxidopa
ADRA2A	DB06262	Droxidopa
ADRB2	DB06262	Droxidopa
ADRA1A	DB06262	Droxidopa
TOP2A	DB06263	Amrubicin
HK1	DB06266	Lonidamine
CFTR	DB06266	Lonidamine
PDE5A	DB06267	Udenafil
EDNRB	DB06268	Sitaxentan
EDNRA	DB06268	Sitaxentan
SERPIND1	DB06271	Sulodexide
SERPINC1	DB06271	Sulodexide
IL6R	DB06273	Tocilizumab
OPRD1	DB06274	Alvimopan
OPRK1	DB06274	Alvimopan
OPRM1	DB06274	Alvimopan
CETP	DB06281	Torcetrapib
HRH1	DB06282	Levocetirizine
CACNA1A	DB06283	Ziconotide
CACNA1B	DB06283	Ziconotide
PTH1R	DB06285	Teriparatide
MTOR	DB06287	Temsirolimus
HTR7	DB06288	Amisulpride
DRD3	DB06288	Amisulpride
OPRD1	DB06288	Amisulpride
OPRK1	DB06288	Amisulpride
OPRM1	DB06288	Amisulpride
HTR2A	DB06288	Amisulpride
DRD2	DB06288	Amisulpride
SLC5A2	DB06292	Dapagliflozin
BCL2	DB06307	Apoptone
PLA2G4A	DB06311	Darapladib
MET	DB06314	SGX-523
SLAMF7	DB06317	Elotuzumab
CD33	DB06318	AVE9633
JAK3	DB06321	R-348
ENG	DB06322	Carotuximab
TNFRSF8	DB06324	XmAb 2513
PDGFB	DB06325	Pegpleranib
TLR7	DB06329	RG-7795
PTPN1	DB06333	Trodusquemine
SLC6A3	DB06333	Trodusquemine
SLC6A2	DB06333	Trodusquemine
DPP4	DB06335	Saxagliptin
CD19	DB06342	Coltuximab ravtansine
IGF1R	DB06343	Teprotumumab
EPHX2	DB06345	AR-9281
ALOX5AP	DB06346	Fiboflapon
AURKA	DB06347	Cenisertib
P2RY12	DB06350	Elinogrel
GRIK1	DB06354	Tezampanel
GABBR1	DB06354	Tezampanel
COL4A4	DB06356	TRC093
DHFR	DB06358	Iclaprim
CD40	DB06360	Lucatumumab
TOP2B	DB06362	Becatecarin
TOP2A	DB06362	Becatecarin
ERBB2	DB06366	Pertuzumab
CTSK	DB06367	Relacatib
CD2	DB06371	Siplizumab
IL1A	DB06372	Rilonacept
IL1RN	DB06372	Rilonacept
IL1B	DB06372	Rilonacept
ESR1	DB06374	Elacestrant
CLK1	DB06376	CHGN111
HTR1A	DB06393	Xaliproden
ESR2	DB06401	Bazedoxifene
ESR1	DB06401	Bazedoxifene
EDNRB	DB06403	Ambrisentan
EDNRA	DB06403	Ambrisentan
F11	DB06404	Human C1-esterase inhibitor
F12	DB06404	Human C1-esterase inhibitor
PLAT	DB06404	Human C1-esterase inhibitor
C1S	DB06404	Human C1-esterase inhibitor
KLKB1	DB06404	Human C1-esterase inhibitor
C1R	DB06404	Human C1-esterase inhibitor
F2	DB06404	Human C1-esterase inhibitor
F10	DB06406	Idraparinux
ENPP1	DB06408	Taribavirin
NT5C2	DB06408	Taribavirin
IMPDH1	DB06408	Taribavirin
OPRD1	DB06409	Morphine glucuronide
OPRK1	DB06409	Morphine glucuronide
OPRM1	DB06409	Morphine glucuronide
VDR	DB06410	Doxercalciferol
NPPB	DB06412	Oxymetholone
AR	DB06412	Oxymetholone
SLC6A3	DB06413	Armodafinil
TOP2A	DB06420	Annamycin
TOP2B	DB06421	Declopramide
TOP2A	DB06421	Declopramide
HTR4	DB06422	Ticalopride
HTR3A	DB06422	Ticalopride
PTK2	DB06423	Endostatin
SELE	DB06423	Endostatin
MMP2	DB06423	Endostatin
MMP9	DB06423	Endostatin
MMP13	DB06423	Endostatin
TACR3	DB06429	Talnetant
RRM1	DB06433	Tezacitabine
KDR	DB06436	Semaxanib
LPL	DB06439	Tyloxapol
P2RY12	DB06441	Cangrelor
CES1	DB06442	Avasimibe
TNF	DB06444	Dexanabinol
CACNA1A	DB06446	Dotarizine
HTR2C	DB06446	Dotarizine
HTR1A	DB06446	Dotarizine
HTR2A	DB06446	Dotarizine
TLR4	DB06447	E5531
FNTA	DB06448	Lonafarnib
FNTB	DB06448	Lonafarnib
PRKCA	DB06451	Aprinocarsen
DRD3	DB06454	Sarizotan
HTR1A	DB06454	Sarizotan
DRD2	DB06454	Sarizotan
KCNH2	DB06457	Tecastemizole
EDNRB	DB06460	Enrasentan
EDNRA	DB06460	Enrasentan
SLC9A1	DB06468	Cariporide
FLT3	DB06469	Lestaurtinib
GABRA1	DB06470	Clomethiazole
ADORA1	DB06471	Naxifylline
ITGA2B	DB06472	Fradafiban
ITGB3	DB06472	Fradafiban
FAP	DB06474	Sibrotuzumab
CD40LG	DB06475	Ruplizumab
DRD4	DB06477	Sumanirole
DRD3	DB06477	Sumanirole
DRD2	DB06477	Sumanirole
PDE4A	DB06479	Propentofylline
HTR4	DB06480	Prucalopride
DHODH	DB06481	Manitimus
CDK15	DB06486	Enzastaurin
PIK3R1	DB06486	Enzastaurin
CHEK2	DB06486	Enzastaurin
CHEK1	DB06486	Enzastaurin
PRKCB	DB06486	Enzastaurin
AURKB	DB06486	Enzastaurin
AKT1	DB06486	Enzastaurin
AURKA	DB06486	Enzastaurin
C3	DB06492	Mirococept
GNRHR	DB06494	Sufugolix
TNF	DB06495	Onercept
CCR5	DB06497	Aplaviroc
CFB	DB06503	MLN2222
HTR1A	DB06506	Repinotan
PPARA	DB06510	Muraglitazar
PPARG	DB06510	Muraglitazar
TNFSF11	DB06511	AMGN-0007
HTR2C	DB06512	Deramciclane
HTR2A	DB06512	Deramciclane
TRPV1	DB06515	Resiniferatoxin
MAPK14	DB06518	R-1487
IKBKB	DB06521	Ertiprotafib
PPARA	DB06521	Ertiprotafib
PPARG	DB06521	Ertiprotafib
PTPN1	DB06521	Ertiprotafib
ACHE	DB06525	Ganstigmine
TLR8	DB06530	Resiquimod
TLR7	DB06530	Resiquimod
PPARA	DB06533	Ragaglitazar
PPARG	DB06533	Ragaglitazar
MPL	DB06534	Thrombopoietin
PPARA	DB06536	Tesaglitazar
PPARG	DB06536	Tesaglitazar
HTR1A	DB06538	Robalzotan
NFKBIA	DB06543	Astaxanthin
CD14	DB06546	Atibuclimab
GGPS1	DB06548	Minodronic acid
FDPS	DB06548	Minodronic acid
BDKRB2	DB06549	Labradimil
CD44	DB06550	Bivatuzumab
F3	DB06552	rNAPc2
F7	DB06552	rNAPc2
F10	DB06552	rNAPc2
EDNRB	DB06558	Tezosentan
EDNRA	DB06558	Tezosentan
IL4	DB06560	Pascolizumab
GABRA1	DB06579	Adipiplon
GABRA2	DB06579	Adipiplon
GABRA3	DB06579	Adipiplon
GABRA5	DB06579	Adipiplon
GABRG1	DB06579	Adipiplon
GABRG2	DB06579	Adipiplon
GABRG3	DB06579	Adipiplon
MUC1	DB06584	TG4010
IL2	DB06584	TG4010
PNLIP	DB06586	Cetilistat
MLNR	DB06587	Mitemcinal
SH2B3	DB06589	Pazopanib
ITK	DB06589	Pazopanib
FGFR3	DB06589	Pazopanib
PDGFRA	DB06589	Pazopanib
FLT4	DB06589	Pazopanib
PDGFRB	DB06589	Pazopanib
FLT1	DB06589	Pazopanib
FGF1	DB06589	Pazopanib
KIT	DB06589	Pazopanib
KDR	DB06589	Pazopanib
MTNR1B	DB06594	Agomelatine
MTNR1A	DB06594	Agomelatine
HTR2C	DB06594	Agomelatine
PRKCA	DB06595	Midostaurin
FLT3	DB06595	Midostaurin
PDGFRA	DB06595	Midostaurin
PDGFRB	DB06595	Midostaurin
KIT	DB06595	Midostaurin
KDR	DB06595	Midostaurin
TNFRSF10B	DB06599	Lexatumumab
IL5	DB06602	Reslizumab
HDAC1	DB06603	Panobinostat
HDAC10	DB06603	Panobinostat
HDAC11	DB06603	Panobinostat
HDAC2	DB06603	Panobinostat
HDAC3	DB06603	Panobinostat
HDAC4	DB06603	Panobinostat
HDAC5	DB06603	Panobinostat
HDAC6	DB06603	Panobinostat
HDAC7	DB06603	Panobinostat
HDAC8	DB06603	Panobinostat
HDAC9	DB06603	Panobinostat
F10	DB06605	Apixaban
CD3E	DB06606	Teplizumab
CD3E	DB06607	Catumaxomab
EPCAM	DB06607	Catumaxomab
FCGR2A	DB06607	Catumaxomab
FCGR3A	DB06607	Catumaxomab
FCGR1A	DB06607	Catumaxomab
FCGR3B	DB06607	Catumaxomab
IL5	DB06612	Mepolizumab
CAMK2G	DB06616	Bosutinib
MAP2K2	DB06616	Bosutinib
MAP3K2	DB06616	Bosutinib
LYN	DB06616	Bosutinib
BCR	DB06616	Bosutinib
MAP2K1	DB06616	Bosutinib
HCK	DB06616	Bosutinib
ABL1	DB06616	Bosutinib
SRC	DB06616	Bosutinib
CDK2	DB06616	Bosutinib
ADRA2A	DB06623	Flupirtine
FLT4	DB06626	Axitinib
FLT1	DB06626	Axitinib
KDR	DB06626	Axitinib
CYP3A4	DB06634	Casopitant
TACR1	DB06634	Casopitant
F10	DB06635	Otamixaban
KCNA2	DB06637	Dalfampridine
KCNA6	DB06637	Dalfampridine
KCNA7	DB06637	Dalfampridine
KCNA10	DB06637	Dalfampridine
KCNB1	DB06637	Dalfampridine
KCNB2	DB06637	Dalfampridine
KCNC1	DB06637	Dalfampridine
KCNC2	DB06637	Dalfampridine
KCNC3	DB06637	Dalfampridine
KCND1	DB06637	Dalfampridine
KCNA4	DB06637	Dalfampridine
KCNA3	DB06637	Dalfampridine
KCNA5	DB06637	Dalfampridine
KCND2	DB06637	Dalfampridine
KCNA1	DB06637	Dalfampridine
KCND3	DB06637	Dalfampridine
PRKCA	DB06641	Perifosine
MAPK1	DB06641	Perifosine
AKT1	DB06641	Perifosine
VEGFA	DB06642	Bevasiranib
TNFSF11	DB06643	Denosumab
MS4A1	DB06650	Ofatumumab
CCR5	DB06652	Vicriviroc
MAOB	DB06654	Safinamide
GLP1R	DB06655	Liraglutide
TACR2	DB06660	Saredutant
SSTR1	DB06663	Pasireotide
SSTR3	DB06663	Pasireotide
SSTR5	DB06663	Pasireotide
SSTR2	DB06663	Pasireotide
CTSK	DB06670	Odanacatib
TNF	DB06674	Golimumab
EDNRA	DB06677	Clazosentan
HTR2A	DB06678	Esmirtazapine
HTR2B	DB06678	Esmirtazapine
HTR2C	DB06678	Esmirtazapine
ADRA2A	DB06678	Esmirtazapine
ADRA2B	DB06678	Esmirtazapine
ADRA2C	DB06678	Esmirtazapine
HRH1	DB06678	Esmirtazapine
PGR	DB06680	Asoprisnil
CD86	DB06681	Belatacept
CD80	DB06681	Belatacept
SLC6A4	DB06684	Vilazodone
HTR1A	DB06684	Vilazodone
ACPP	DB06688	Sipuleucel-T
F12	DB06689	Ethanolamine oleate
HRH1	DB06691	Mepyramine
KLK1	DB06692	Aprotinin
CTRB1	DB06692	Aprotinin
PLG	DB06692	Aprotinin
PRSS1	DB06692	Aprotinin
HMGCR	DB06693	Mevastatin
ADRA2C	DB06694	Xylometazoline
ADRA1D	DB06694	Xylometazoline
ADRA2B	DB06694	Xylometazoline
ADRA1B	DB06694	Xylometazoline
ADRA2A	DB06694	Xylometazoline
ADRA1A	DB06694	Xylometazoline
F2	DB06695	Dabigatran etexilate
HRH3	DB06698	Betahistine
HRH1	DB06698	Betahistine
GNRHR	DB06699	Degarelix
SLC6A3	DB06700	Desvenlafaxine
SLC6A4	DB06700	Desvenlafaxine
SLC6A2	DB06700	Desvenlafaxine
SLC6A3	DB06701	Dexmethylphenidate
SLC6A4	DB06701	Dexmethylphenidate
SLC6A2	DB06701	Dexmethylphenidate
CHRM5	DB06702	Fesoterodine
CHRM4	DB06702	Fesoterodine
CHRM3	DB06702	Fesoterodine
CHRM2	DB06702	Fesoterodine
CHRM1	DB06702	Fesoterodine
SLC18A2	DB06706	Isometheptene
ADRA1A	DB06706	Isometheptene
ADRA2A	DB06707	Levonordefrin
ADRA2B	DB06707	Levonordefrin
ADRA2C	DB06707	Levonordefrin
CHRM5	DB06709	Methacholine
CHRM4	DB06709	Methacholine
CHRM3	DB06709	Methacholine
CHRM2	DB06709	Methacholine
CHRM1	DB06709	Methacholine
AR	DB06710	Methyltestosterone
ESR1	DB06710	Methyltestosterone
ADRA2A	DB06711	Naphazoline
ADRA1A	DB06711	Naphazoline
CACNA2D3	DB06712	Nilvadipine
CACNA2D1	DB06712	Nilvadipine
CACNB2	DB06712	Nilvadipine
CACNA1S	DB06712	Nilvadipine
CACNA1D	DB06712	Nilvadipine
CACNA1C	DB06712	Nilvadipine
ALB	DB06713	Norelgestromin
PGR	DB06713	Norelgestromin
AR	DB06713	Norelgestromin
TAAR1	DB06714	Propylhexedrine
SLC18A2	DB06714	Propylhexedrine
GABRB3	DB06716	Fospropofol
GABRB2	DB06716	Fospropofol
AR	DB06718	Stanozolol
LHCGR	DB06719	Buserelin
GNRHR	DB06719	Buserelin
GBA	DB06720	Velaglucerase alfa
PTGS2	DB06725	Lornoxicam
PTGS1	DB06725	Lornoxicam
ADRB1	DB06726	Bufuralol
ADRB2	DB06726	Bufuralol
ADRB3	DB06726	Bufuralol
ALB	DB06728	Aniline
KLK1	DB06728	Aniline
PGR	DB06730	Gestodene
NR2F1	DB06732	beta-Naphthoflavone
CYP1B1	DB06732	beta-Naphthoflavone
ESRRA	DB06732	beta-Naphthoflavone
AHR	DB06732	beta-Naphthoflavone
ESR1	DB06732	beta-Naphthoflavone
ATP6V1A	DB06733	Bafilomycin A1
ATP6V1A	DB06734	Bafilomycin B1
PTGS2	DB06736	Aceclofenac
PTGS1	DB06736	Aceclofenac
GRIN1	DB06738	Ketobemidone
GRIN2A	DB06738	Ketobemidone
GRIN2B	DB06738	Ketobemidone
GRIN2C	DB06738	Ketobemidone
GRIN2D	DB06738	Ketobemidone
GRIN3A	DB06738	Ketobemidone
GRIN3B	DB06738	Ketobemidone
OPRD1	DB06738	Ketobemidone
OPRK1	DB06738	Ketobemidone
OPRM1	DB06738	Ketobemidone
TBXA2R	DB06739	Seratrodast
GRIN1	DB06741	Gavestinel
GRIN2A	DB06741	Gavestinel
GRIN2B	DB06741	Gavestinel
GRIN2C	DB06741	Gavestinel
GRIN2D	DB06741	Gavestinel
GRIN3A	DB06741	Gavestinel
GRIN3B	DB06741	Gavestinel
SLCO1B3	DB06749	Ginsenoside Rb1
SLCO1B3	DB06750	Ginsenoside Rg1
CACNA1C	DB06751	Drotaverine
CACNA1D	DB06751	Drotaverine
CACNA1F	DB06751	Drotaverine
CACNA1S	DB06751	Drotaverine
CACNB1	DB06751	Drotaverine
CACNB2	DB06751	Drotaverine
CACNB3	DB06751	Drotaverine
CACNB4	DB06751	Drotaverine
CACNA1A	DB06751	Drotaverine
PDE4A	DB06751	Drotaverine
PRG2	DB06752	Chymopapain
SERPINC1	DB06754	Danaparoid
BCL2	DB06756	Betaine
TAB1	DB06757	Manganese
IDH3A	DB06757	Manganese
IDH3G	DB06757	Manganese
TF	DB06757	Manganese
ARG1	DB06757	Manganese
ADRA2A	DB06764	Tetryzoline
ADRA2B	DB06764	Tetryzoline
ADRA2C	DB06764	Tetryzoline
ADRA1A	DB06764	Tetryzoline
ADRA1B	DB06764	Tetryzoline
ADRA1D	DB06764	Tetryzoline
HRH1	DB06766	Alcaftadine
TUBA4A	DB06772	Cabazitaxel
TUBB1	DB06772	Cabazitaxel
ACTN1	DB06773	Human calcitonin
PHB2	DB06774	Capsaicin
TRPV1	DB06774	Capsaicin
CPS1	DB06775	Carglumic acid
GPBAR1	DB06777	Chenodeoxycholic acid
AKR1C2	DB06777	Chenodeoxycholic acid
NR1H4	DB06777	Chenodeoxycholic acid
NR1I2	DB06777	Chenodeoxycholic acid
TFPI	DB06779	Dalteparin
SELP	DB06779	Dalteparin
SERPINC1	DB06779	Dalteparin
VEGFA	DB06779	Dalteparin
NR3C2	DB06780	Desoxycorticosterone acetate
NR3C1	DB06781	Difluprednate
APP	DB06782	Dimercaprol
GNRHR	DB06785	Ganirelix
SMO	DB06786	Halcinonide
CHRM4	DB06787	Hexocyclium
CHRM3	DB06787	Hexocyclium
CHRM2	DB06787	Hexocyclium
CHRM1	DB06787	Hexocyclium
GNRHR	DB06788	Histrelin
PGR	DB06789	Hydroxyprogesterone caproate
SSTR5	DB06791	Lanreotide
SSTR2	DB06791	Lanreotide
CA6	DB06795	Mafenide
OPRK1	DB06800	Methylnaltrexone
OPRM1	DB06800	Methylnaltrexone
PTGS2	DB06802	Nepafenac
PTGS1	DB06802	Nepafenac
CXCR4	DB06809	Plerixafor
TYMS	DB06813	Pralatrexate
DHFR	DB06813	Pralatrexate
ADRB2	DB06814	Protokylol
CXCL12	DB06822	Tinzaparin
ITGA4	DB06822	Tinzaparin
SERPINC1	DB06822	Tinzaparin
GNRHR	DB06825	Triptorelin
LTA4H	DB06828	5-[2-(1H-pyrrol-1-yl)ethoxy]-1H-indole
PTPN1	DB06829	4-BROMO-3-(CARBOXYMETHOXY)-5-[3-(CYCLOHEXYLAMINO)PHENYL]THIOPHENE-2-CARBOXYLIC ACID
GGPS1	DB06830	(1-HYDROXYHEPTANE-1,1-DIYL)BIS(PHOSPHONIC ACID)
PIK3CD	DB06831	2-((9H-PURIN-6-YLTHIO)METHYL)-5-CHLORO-3-(2-METHOXYPHENYL)QUINAZOLIN-4(3H)-ONE
PIK3CG	DB06831	2-((9H-PURIN-6-YLTHIO)METHYL)-5-CHLORO-3-(2-METHOXYPHENYL)QUINAZOLIN-4(3H)-ONE
NCOA1	DB06832	Prinaberel
ESR2	DB06832	Prinaberel
ESRRA	DB06833	1-CYCLOHEXYL-N-{[1-(4-METHYLPHENYL)-1H-INDOL-3-YL]METHYL}METHANAMINE
SYK	DB06834	N-(2-hydroxy-1,1-dimethylethyl)-1-methyl-3-(1H-pyrrolo[2,3-b]pyridin-2-yl)-1H-indole-5-carboxamide
CPB1	DB06835	(2S)-2-[3-(AMINOMETHYL)PHENYL]-3-{(S)-HYDROXY[(1R)-2-METHYL-1-{[(2-PHENYLETHYL)SULFONYL]AMINO}PROPYL]PHOSPHORYL}PROPANOIC ACID
PIK3C3	DB06836	N-(5-{4-Chloro-3-[(2-hydroxyethyl)sulfamoyl]phenyl}-4-methyl-1,3-thiazol-2-yl)acetamide
PIK3CG	DB06836	N-(5-{4-Chloro-3-[(2-hydroxyethyl)sulfamoyl]phenyl}-4-methyl-1,3-thiazol-2-yl)acetamide
ADAMTS5	DB06837	(2R)-N~4~-hydroxy-2-(3-hydroxybenzyl)-N~1~-[(1S,2R)-2-hydroxy-2,3-dihydro-1H-inden-1-yl]butanediamide
F2	DB06838	methyl L-phenylalaninate
PRSS1	DB06840	diethyl [(1R)-1,5-diaminopentyl]boronate
F2	DB06841	[(2R)-1-[(2S)-2-[[(2S,3S)-1-Chloro-6-(diaminomethylideneamino)-2-hydroxyhexan-3-yl]carbamoyl]pyrrolidin-1-yl]-1-oxo-3-phenylpropan-2-yl]azanium
PDE4A	DB06842	(4R)-4-(3-butoxy-4-methoxybenzyl)imidazolidin-2-one
PDE4D	DB06842	(4R)-4-(3-butoxy-4-methoxybenzyl)imidazolidin-2-one
GNAS	DB06843	2',5'-DIDEOXY-ADENOSINE 3'-MONOPHOSPHATE
ADCY2	DB06843	2',5'-DIDEOXY-ADENOSINE 3'-MONOPHOSPHATE
ADCY5	DB06843	2',5'-DIDEOXY-ADENOSINE 3'-MONOPHOSPHATE
CCNA2	DB06844	4-[(7-OXO-7H-THIAZOLO[5,4-E]INDOL-8-YLMETHYL)-AMINO]-N-PYRIDIN-2-YL-BENZENESULFONAMIDE
CDK2	DB06844	4-[(7-OXO-7H-THIAZOLO[5,4-E]INDOL-8-YLMETHYL)-AMINO]-N-PYRIDIN-2-YL-BENZENESULFONAMIDE
F2	DB06845	(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclopentylamino)ethanoyl)pyrrolidine-2-carboxamide
PRSS1	DB06845	(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclopentylamino)ethanoyl)pyrrolidine-2-carboxamide
TPSAB1	DB06848	1-(1'-{[3-(methylsulfanyl)-2-benzothiophen-1-yl]carbonyl}spiro[1-benzofuran-3,4'-piperidin]-5-yl)methanamine
TPSAB1	DB06849	1-[1'-(3-phenylacryloyl)spiro[1-benzofuran-3,4'-piperidin]-5-yl]methanamine
F2	DB06850	(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclohexylamino)ethanoyl)pyrrolidine-2-carboxamide
PRSS1	DB06850	(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclohexylamino)ethanoyl)pyrrolidine-2-carboxamide
LTA4H	DB06851	N-(pyridin-3-ylmethyl)aniline
CHEK1	DB06852	CHIR-124
F2	DB06853	N-cycloheptylglycyl-N-(4-carbamimidoylbenzyl)-L-prolinamide
PRSS1	DB06853	N-cycloheptylglycyl-N-(4-carbamimidoylbenzyl)-L-prolinamide
PLAU	DB06855	6-fluoro-2-(2-hydroxy-3-isobutoxy-phenyl)-1H-benzoimidazole-5-carboxamidine
PRSS1	DB06855	6-fluoro-2-(2-hydroxy-3-isobutoxy-phenyl)-1H-benzoimidazole-5-carboxamidine
PLAU	DB06856	6-FLUORO-2-[2-HYDROXY-3-(2-METHYL-CYCLOHEXYLOXY)-PHENYL]-1H-INDOLE-5-CARBOXAMIDINE
PLAU	DB06857	N-(4-CARBAMIMIDOYL-3-CHORO-PHENYL)-2-HYDROXY-3-IODO-5-METHYL-BENZAMIDE
F2	DB06858	N-cyclooctylglycyl-N-(4-carbamimidoylbenzyl)-L-prolinamide
PRSS1	DB06858	N-cyclooctylglycyl-N-(4-carbamimidoylbenzyl)-L-prolinamide
F2	DB06859	N-ALLYL-5-AMIDINOAMINOOXY-PROPYLOXY-3-CHLORO-N-CYCLOPENTYLBENZAMIDE
F2	DB06861	6-(2-HYDROXY-CYCLOPENTYL)-7-OXO-HEPTANAMIDINE
CASP3	DB06862	2-HYDROXY-5-(2-MERCAPTO-ETHYLSULFAMOYL)-BENZOIC ACID
F2	DB06865	6-CARBAMIMIDOYL-2-[2-HYDROXY-6-(4-HYDROXY-PHENYL)-INDAN-1-YL]-HEXANOIC ACID
F2	DB06866	6-CARBAMIMIDOYL-2-[2-HYDROXY-5-(3-METHOXY-PHENYL)-INDAN-1-YL]-HEXANOIC ACID
PIN1	DB06867	3,6,9,12,15,18-HEXAOXAICOSANE
F2	DB06868	N-(3-chlorobenzyl)-1-(4-methylpentanoyl)-L-prolinamide
F2	DB06869	1-[2-AMINO-2-CYCLOHEXYL-ACETYL]-PYRROLIDINE-3-CARBOXYLIC ACID 5-CHLORO-2-(2-ETHYLCARBAMOYL-ETHOXY)-BENZYLAMIDE
AR	DB06870	Tetrahydrogestrinone
NCOA2	DB06871	17-METHYL-17-ALPHA-DIHYDROEQUILENIN
ESR1	DB06871	17-METHYL-17-ALPHA-DIHYDROEQUILENIN
NCOA1	DB06875	ERB-196
ESR2	DB06875	ERB-196
CHEK1	DB06876	N-{5-[4-(4-METHYLPIPERAZIN-1-YL)PHENYL]-1H-PYRROLO[2,3-B]PYRIDIN-3-YL}NICOTINAMIDE
MAPK1	DB06877	N,N-DIMETHYL-4-(4-PHENYL-1H-PYRAZOL-3-YL)-1H-PYRROLE-2-CARBOXAMIDE
F2	DB06878	1-[(2R)-2-aminobutanoyl]-N-(3-chlorobenzyl)-L-prolinamide
NOS2	DB06879	5-(4'-AMINO-1'-ETHYL-5',8'-DIFLUORO-1'H-SPIRO[PIPERIDINE-4,2'-QUINAZOLINE]-1-YLCARBONYL)PICOLINONITRILE
DPP4	DB06880	(1S)-2-[(2S,5R)-2-(AMINOMETHYL)-5-PROP-1-YN-1-YLPYRROLIDIN-1-YL]-1-CYCLOPENTYL-2-OXOETHANAMINE
MAPK14	DB06882	1-[1-(3-aminophenyl)-3-tert-butyl-1H-pyrazol-5-yl]-3-naphthalen-1-ylurea
SRC	DB06882	1-[1-(3-aminophenyl)-3-tert-butyl-1H-pyrazol-5-yl]-3-naphthalen-1-ylurea
SRC	DB06883	1-[1-(3-aminophenyl)-3-tert-butyl-1H-pyrazol-5-yl]-3-phenylurea
NRIP1	DB06884	4-HYDROXY-N'-(4-ISOPROPYLBENZYL)BENZOHYDRAZIDE
ESRRG	DB06884	4-HYDROXY-N'-(4-ISOPROPYLBENZYL)BENZOHYDRAZIDE
PTPN1	DB06887	[(3S)-3-(Methylcarbamoyl)-2-{[(2-methyl-2-propanyl)oxy]carbonyl}-1,2,3,4-tetrahydro-7-isoquinolinyl]sulfamic acid
CDK2	DB06888	(13R,15S)-13-METHYL-16-OXA-8,9,12,22,24-PENTAAZAHEXACYCLO[15.6.2.16,9.1,12,15.0,2,7.0,21,25]HEPTACOSA-1(24),2,4,6,17(25),18,20-HEPTAENE-23,26-DIONE
CA2	DB06891	5-{[(4-AMINO-3-CHLORO-5-FLUOROPHENYL)SULFONYL]AMINO}-1,3,4-THIADIAZOLE-2-SULFONAMIDE
MAP2K1	DB06892	(5S)-4,5-difluoro-6-[(2-fluoro-4-iodophenyl)imino]-N-(2-hydroxyethoxy)cyclohexa-1,3-diene-1-carboxamide
FAAH	DB06894	1-Dodecanol
